incident_code;description_incident;district_code;district_name;neighbourhood_code;neighbourhood_name;year;number_incidents
510;FIGHTS;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;2021;30
510;FIGHTS;3;Sants-Montjuïc;17;Sants - Badal;2021;5
510;FIGHTS;10;Sant Martí;68;el Poblenou;2021;4
510;FIGHTS;10;Sant Martí;65;el Clot;2021;9
510;FIGHTS;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;2021;13
510;FIGHTS;8;Nou Barris;55;Ciutat Meridiana;2021;5
510;FIGHTS;10;Sant Martí;72;Sant Martí de Provençals;2021;5
510;FIGHTS;1;Ciutat Vella;3;la Barceloneta;2021;4
510;FIGHTS;9;Sant Andreu;57;la Trinitat Vella;2021;4
510;FIGHTS;7;Horta-Guinardó;33;el Baix Guinardó;2021;2
510;FIGHTS;3;Sants-Montjuïc;15;Hostafrancs;2021;2
510;FIGHTS;8;Nou Barris;50;les Roquetes;2021;2
510;FIGHTS;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;2021;1
510;FIGHTS;4;Les Corts;19;les Corts;2021;13
510;FIGHTS;5;Sarrià-Sant Gervasi;24;les Tres Torres;2021;1
510;FIGHTS;3;Sants-Montjuïc;11;el Poble-sec;2021;29
510;FIGHTS;10;Sant Martí;68;el Poblenou;2021;14
510;FIGHTS;10;Sant Martí;71;Provençals del Poblenou;2021;5
510;FIGHTS;9;Sant Andreu;58;Baró de Viver;2021;1
510;FIGHTS;3;Sants-Montjuïc;16;la Bordeta;2021;5
510;FIGHTS;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;2021;4
510;FIGHTS;6;Gràcia;29;el Coll;2021;1
510;FIGHTS;-1;Desconegut;-1;Desconegut;2021;8
510;FIGHTS;7;Horta-Guinardó;37;el Carmel;2021;4
510;FIGHTS;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;2021;4
510;FIGHTS;3;Sants-Montjuïc;11;el Poble-sec;2021;11
510;FIGHTS;9;Sant Andreu;59;el Bon Pastor;2021;6
510;FIGHTS;2;Eixample;8;l'Antiga Esquerra de l'Eixample;2021;2
510;FIGHTS;9;Sant Andreu;60;Sant Andreu;2021;5
510;FIGHTS;5;Sarrià-Sant Gervasi;23;Sarrià;2021;4
510;FIGHTS;1;Ciutat Vella;3;la Barceloneta;2021;38
510;FIGHTS;3;Sants-Montjuïc;13;la Marina de Port;2021;8
510;FIGHTS;6;Gràcia;31;la Vila de Gràcia;2021;13
510;FIGHTS;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;2021;28
510;FIGHTS;3;Sants-Montjuïc;13;la Marina de Port;2021;6
510;FIGHTS;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;2021;9
510;FIGHTS;4;Les Corts;21;Pedralbes;2021;1
510;FIGHTS;8;Nou Barris;51;Verdun;2021;8
510;FIGHTS;7;Horta-Guinardó;38;la Teixonera;2021;1
510;FIGHTS;3;Sants-Montjuïc;11;el Poble-sec;2021;36
510;FIGHTS;3;Sants-Montjuïc;15;Hostafrancs;2021;10
510;FIGHTS;8;Nou Barris;46;el Turó de la Peira;2021;6
510;FIGHTS;9;Sant Andreu;59;el Bon Pastor;2021;4
510;FIGHTS;10;Sant Martí;70;el Besòs i el Maresme;2021;6
510;FIGHTS;2;Eixample;6;la Sagrada Família;2021;8
510;FIGHTS;4;Les Corts;19;les Corts;2021;3
510;FIGHTS;8;Nou Barris;49;Canyelles;2021;2
510;FIGHTS;3;Sants-Montjuïc;13;la Marina de Port;2021;3
510;FIGHTS;6;Gràcia;28;Vallcarca i els Penitents;2021;2
510;FIGHTS;7;Horta-Guinardó;38;la Teixonera;2021;3
510;FIGHTS;-1;Desconegut;-1;Desconegut;2021;7
510;FIGHTS;1;Ciutat Vella;1;el Raval;2021;35
510;FIGHTS;4;Les Corts;21;Pedralbes;2021;2
510;FIGHTS;2;Eixample;9;la Nova Esquerra de l'Eixample;2021;1
510;FIGHTS;8;Nou Barris;45;Porta;2021;3
510;FIGHTS;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;2021;2
510;FIGHTS;2;Eixample;10;Sant Antoni;2021;8
510;FIGHTS;7;Horta-Guinardó;43;Horta;2021;1
510;FIGHTS;2;Eixample;9;la Nova Esquerra de l'Eixample;2021;12
510;FIGHTS;9;Sant Andreu;63;Navas;2021;12
510;FIGHTS;3;Sants-Montjuïc;12;la Marina del Prat Vermell;2021;2
510;FIGHTS;7;Horta-Guinardó;38;la Teixonera;2021;2
510;FIGHTS;8;Nou Barris;53;la Trinitat Nova;2021;5
510;FIGHTS;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;2021;22
510;FIGHTS;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;2021;5
510;FIGHTS;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;2021;2
510;FIGHTS;7;Horta-Guinardó;34;Can Baró;2021;3
510;FIGHTS;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;2021;1
510;FIGHTS;10;Sant Martí;73;la Verneda i la Pau;2021;3
510;FIGHTS;-1;Desconegut;-1;Desconegut;2021;5
510;FIGHTS;7;Horta-Guinardó;37;el Carmel;2021;6
510;FIGHTS;3;Sants-Montjuïc;13;la Marina de Port;2021;2
510;FIGHTS;8;Nou Barris;46;el Turó de la Peira;2021;8
510;FIGHTS;9;Sant Andreu;60;Sant Andreu;2021;10
510;FIGHTS;3;Sants-Montjuïc;17;Sants - Badal;2021;6
510;FIGHTS;10;Sant Martí;64;el Camp de l'Arpa del Clot;2021;13
510;FIGHTS;9;Sant Andreu;59;el Bon Pastor;2021;3
510;FIGHTS;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;2021;12
510;FIGHTS;3;Sants-Montjuïc;15;Hostafrancs;2021;21
510;FIGHTS;7;Horta-Guinardó;39;Sant Genís dels Agudells;2021;1
510;FIGHTS;3;Sants-Montjuïc;12;la Marina del Prat Vermell;2021;1
510;FIGHTS;10;Sant Martí;72;Sant Martí de Provençals;2021;2
510;FIGHTS;2;Eixample;10;Sant Antoni;2021;4
510;FIGHTS;8;Nou Barris;50;les Roquetes;2021;3
510;FIGHTS;8;Nou Barris;45;Porta;2021;3
510;FIGHTS;7;Horta-Guinardó;43;Horta;2021;4
510;FIGHTS;7;Horta-Guinardó;43;Horta;2021;5
510;FIGHTS;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;2021;2
510;FIGHTS;10;Sant Martí;72;Sant Martí de Provençals;2021;5
510;FIGHTS;3;Sants-Montjuïc;11;el Poble-sec;2021;23
510;FIGHTS;10;Sant Martí;67;la Vila Olímpica del Poblenou;2021;9
510;FIGHTS;2;Eixample;9;la Nova Esquerra de l'Eixample;2021;7
510;FIGHTS;7;Horta-Guinardó;39;Sant Genís dels Agudells;2021;1
510;FIGHTS;2;Eixample;6;la Sagrada Família;2021;5
510;FIGHTS;2;Eixample;5;el Fort Pienc;2021;12
510;FIGHTS;7;Horta-Guinardó;34;Can Baró;2021;3
510;FIGHTS;10;Sant Martí;72;Sant Martí de Provençals;2021;2
510;FIGHTS;1;Ciutat Vella;2;el Barri Gòtic;2021;27
510;FIGHTS;2;Eixample;8;l'Antiga Esquerra de l'Eixample;2021;9
510;FIGHTS;8;Nou Barris;49;Canyelles;2021;1
510;FIGHTS;10;Sant Martí;73;la Verneda i la Pau;2021;7
510;FIGHTS;10;Sant Martí;70;el Besòs i el Maresme;2021;1
510;FIGHTS;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;2021;7
510;FIGHTS;7;Horta-Guinardó;39;Sant Genís dels Agudells;2021;1
510;FIGHTS;1;Ciutat Vella;1;el Raval;2021;43
510;FIGHTS;1;Ciutat Vella;1;el Raval;2021;32
510;FIGHTS;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;2021;11
510;FIGHTS;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;2021;2
510;FIGHTS;3;Sants-Montjuïc;15;Hostafrancs;2021;6
510;FIGHTS;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;2021;2
510;FIGHTS;3;Sants-Montjuïc;18;Sants;2021;5
510;FIGHTS;2;Eixample;7;la Dreta de l'Eixample;2021;4
510;FIGHTS;3;Sants-Montjuïc;15;Hostafrancs;2021;2
510;FIGHTS;3;Sants-Montjuïc;13;la Marina de Port;2021;4
510;FIGHTS;7;Horta-Guinardó;42;la Clota;2021;1
510;FIGHTS;7;Horta-Guinardó;43;Horta;2021;5
510;FIGHTS;10;Sant Martí;68;el Poblenou;2021;1
510;FIGHTS;8;Nou Barris;54;Torre Baró;2021;2
510;FIGHTS;2;Eixample;7;la Dreta de l'Eixample;2021;29
510;FIGHTS;10;Sant Martí;68;el Poblenou;2021;28
510;FIGHTS;2;Eixample;5;el Fort Pienc;2021;12
510;FIGHTS;7;Horta-Guinardó;35;el Guinardó;2021;2
510;FIGHTS;3;Sants-Montjuïc;18;Sants;2021;13
510;FIGHTS;9;Sant Andreu;60;Sant Andreu;2021;5
510;FIGHTS;5;Sarrià-Sant Gervasi;23;Sarrià;2021;2
510;FIGHTS;5;Sarrià-Sant Gervasi;23;Sarrià;2021;1
510;FIGHTS;2;Eixample;8;l'Antiga Esquerra de l'Eixample;2021;9
510;FIGHTS;3;Sants-Montjuïc;12;la Marina del Prat Vermell;2021;1
510;FIGHTS;9;Sant Andreu;61;la Sagrera;2021;8
510;FIGHTS;2;Eixample;5;el Fort Pienc;2021;7
510;FIGHTS;2;Eixample;9;la Nova Esquerra de l'Eixample;2021;11
510;FIGHTS;9;Sant Andreu;57;la Trinitat Vella;2021;2
510;FIGHTS;7;Horta-Guinardó;35;el Guinardó;2021;4
510;FIGHTS;9;Sant Andreu;61;la Sagrera;2021;7
510;FIGHTS;-1;Desconegut;-1;Desconegut;2021;11
510;FIGHTS;9;Sant Andreu;57;la Trinitat Vella;2021;4
510;FIGHTS;4;Les Corts;19;les Corts;2021;3
510;FIGHTS;2;Eixample;10;Sant Antoni;2021;5
510;FIGHTS;2;Eixample;6;la Sagrada Família;2021;2
510;FIGHTS;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;2021;3
510;FIGHTS;6;Gràcia;28;Vallcarca i els Penitents;2021;2
510;FIGHTS;8;Nou Barris;48;la Guineueta;2021;4
510;FIGHTS;10;Sant Martí;67;la Vila Olímpica del Poblenou;2021;2
510;FIGHTS;10;Sant Martí;68;el Poblenou;2021;2
510;FIGHTS;6;Gràcia;28;Vallcarca i els Penitents;2021;2
510;FIGHTS;2;Eixample;9;la Nova Esquerra de l'Eixample;2021;3
510;FIGHTS;7;Horta-Guinardó;35;el Guinardó;2021;1
510;FIGHTS;8;Nou Barris;44;Vilapicina i la Torre Llobeta;2021;6
510;FIGHTS;3;Sants-Montjuïc;17;Sants - Badal;2021;14
510;FIGHTS;10;Sant Martí;70;el Besòs i el Maresme;2021;9
510;FIGHTS;2;Eixample;10;Sant Antoni;2021;16
510;FIGHTS;2;Eixample;5;el Fort Pienc;2021;6
510;FIGHTS;6;Gràcia;30;la Salut;2021;3
510;FIGHTS;8;Nou Barris;44;Vilapicina i la Torre Llobeta;2021;5
510;FIGHTS;8;Nou Barris;48;la Guineueta;2021;8
510;FIGHTS;1;Ciutat Vella;1;el Raval;2021;32
510;FIGHTS;4;Les Corts;21;Pedralbes;2021;2
510;FIGHTS;10;Sant Martí;64;el Camp de l'Arpa del Clot;2021;6
510;FIGHTS;7;Horta-Guinardó;41;la Vall d'Hebron;2021;3
510;FIGHTS;10;Sant Martí;70;el Besòs i el Maresme;2021;3
510;FIGHTS;7;Horta-Guinardó;34;Can Baró;2021;2
510;FIGHTS;7;Horta-Guinardó;43;Horta;2021;6
510;FIGHTS;7;Horta-Guinardó;41;la Vall d'Hebron;2021;1
510;FIGHTS;7;Horta-Guinardó;35;el Guinardó;2021;15
510;FIGHTS;7;Horta-Guinardó;39;Sant Genís dels Agudells;2021;2
510;FIGHTS;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;2021;15
510;FIGHTS;7;Horta-Guinardó;37;el Carmel;2021;10
510;FIGHTS;1;Ciutat Vella;1;el Raval;2021;76
510;FIGHTS;4;Les Corts;19;les Corts;2021;11
510;FIGHTS;7;Horta-Guinardó;43;Horta;2021;5
510;FIGHTS;4;Les Corts;20;la Maternitat i Sant Ramon;2021;5
510;FIGHTS;9;Sant Andreu;58;Baró de Viver;2021;1
510;FIGHTS;9;Sant Andreu;57;la Trinitat Vella;2021;3
510;FIGHTS;3;Sants-Montjuïc;16;la Bordeta;2021;3
510;FIGHTS;7;Horta-Guinardó;41;la Vall d'Hebron;2021;2
510;FIGHTS;2;Eixample;7;la Dreta de l'Eixample;2021;19
510;FIGHTS;5;Sarrià-Sant Gervasi;23;Sarrià;2021;6
510;FIGHTS;8;Nou Barris;48;la Guineueta;2021;1
510;FIGHTS;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;2021;2
510;FIGHTS;8;Nou Barris;48;la Guineueta;2021;1
510;FIGHTS;-1;Desconegut;-1;Desconegut;2021;14
510;FIGHTS;1;Ciutat Vella;1;el Raval;2021;26
510;FIGHTS;3;Sants-Montjuïc;13;la Marina de Port;2021;5
510;FIGHTS;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;2021;2
510;FIGHTS;1;Ciutat Vella;2;el Barri Gòtic;2021;2
510;FIGHTS;10;Sant Martí;71;Provençals del Poblenou;2021;6
510;FIGHTS;9;Sant Andreu;58;Baró de Viver;2021;4
510;FIGHTS;9;Sant Andreu;61;la Sagrera;2021;6
510;FIGHTS;1;Ciutat Vella;2;el Barri Gòtic;2021;8
510;FIGHTS;2;Eixample;10;Sant Antoni;2021;15
510;FIGHTS;9;Sant Andreu;58;Baró de Viver;2021;5
510;FIGHTS;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;2021;5
510;FIGHTS;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;2021;4
510;FIGHTS;2;Eixample;5;el Fort Pienc;2021;9
510;FIGHTS;7;Horta-Guinardó;34;Can Baró;2021;4
510;FIGHTS;8;Nou Barris;48;la Guineueta;2021;3
510;FIGHTS;10;Sant Martí;70;el Besòs i el Maresme;2021;8
510;FIGHTS;9;Sant Andreu;62;el Congrés i els Indians;2021;7
510;FIGHTS;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;2021;2
510;FIGHTS;8;Nou Barris;44;Vilapicina i la Torre Llobeta;2021;8
510;FIGHTS;9;Sant Andreu;62;el Congrés i els Indians;2021;1
510;FIGHTS;3;Sants-Montjuïc;16;la Bordeta;2021;2
510;FIGHTS;6;Gràcia;29;el Coll;2021;2
510;FIGHTS;9;Sant Andreu;63;Navas;2021;2
510;FIGHTS;10;Sant Martí;70;el Besòs i el Maresme;2021;3
510;FIGHTS;5;Sarrià-Sant Gervasi;23;Sarrià;2021;1
510;FIGHTS;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;2021;1
510;FIGHTS;8;Nou Barris;56;Vallbona;2021;1
510;FIGHTS;8;Nou Barris;51;Verdun;2021;3
510;FIGHTS;7;Horta-Guinardó;33;el Baix Guinardó;2021;1
510;FIGHTS;8;Nou Barris;51;Verdun;2021;11
510;FIGHTS;8;Nou Barris;45;Porta;2021;3
510;FIGHTS;1;Ciutat Vella;1;el Raval;2021;43
510;FIGHTS;10;Sant Martí;68;el Poblenou;2021;3
510;FIGHTS;1;Ciutat Vella;2;el Barri Gòtic;2021;21
510;FIGHTS;9;Sant Andreu;62;el Congrés i els Indians;2021;2
510;FIGHTS;10;Sant Martí;70;el Besòs i el Maresme;2021;12
510;FIGHTS;9;Sant Andreu;61;la Sagrera;2021;12
510;FIGHTS;8;Nou Barris;49;Canyelles;2021;1
510;FIGHTS;4;Les Corts;21;Pedralbes;2021;4
510;FIGHTS;8;Nou Barris;56;Vallbona;2021;1
510;FIGHTS;9;Sant Andreu;60;Sant Andreu;2021;10
510;FIGHTS;8;Nou Barris;50;les Roquetes;2021;10
510;FIGHTS;7;Horta-Guinardó;41;la Vall d'Hebron;2021;3
510;FIGHTS;6;Gràcia;28;Vallcarca i els Penitents;2021;3
510;FIGHTS;7;Horta-Guinardó;41;la Vall d'Hebron;2021;3
510;FIGHTS;3;Sants-Montjuïc;15;Hostafrancs;2021;2
510;FIGHTS;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;2021;1
510;FIGHTS;7;Horta-Guinardó;39;Sant Genís dels Agudells;2021;1
510;FIGHTS;9;Sant Andreu;62;el Congrés i els Indians;2021;2
510;FIGHTS;4;Les Corts;19;les Corts;2021;8
510;FIGHTS;8;Nou Barris;47;Can Peguera;2021;1
510;FIGHTS;8;Nou Barris;47;Can Peguera;2021;2
510;FIGHTS;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;2021;6
510;FIGHTS;1;Ciutat Vella;2;el Barri Gòtic;2021;4
510;FIGHTS;8;Nou Barris;51;Verdun;2021;2
510;FIGHTS;7;Horta-Guinardó;40;Montbau;2021;1
510;FIGHTS;3;Sants-Montjuïc;13;la Marina de Port;2021;2
510;FIGHTS;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;2021;13
510;FIGHTS;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;2021;5
510;FIGHTS;3;Sants-Montjuïc;12;la Marina del Prat Vermell;2021;3
510;FIGHTS;3;Sants-Montjuïc;18;Sants;2021;14
510;FIGHTS;3;Sants-Montjuïc;11;el Poble-sec;2021;15
510;FIGHTS;8;Nou Barris;50;les Roquetes;2021;9
510;FIGHTS;8;Nou Barris;55;Ciutat Meridiana;2021;2
510;FIGHTS;6;Gràcia;31;la Vila de Gràcia;2021;5
510;FIGHTS;8;Nou Barris;45;Porta;2021;8
510;FIGHTS;8;Nou Barris;46;el Turó de la Peira;2021;3
510;FIGHTS;1;Ciutat Vella;2;el Barri Gòtic;2021;13
510;FIGHTS;9;Sant Andreu;63;Navas;2021;3
510;FIGHTS;7;Horta-Guinardó;38;la Teixonera;2021;1
510;FIGHTS;2;Eixample;6;la Sagrada Família;2021;9
510;FIGHTS;9;Sant Andreu;61;la Sagrera;2021;2
510;FIGHTS;6;Gràcia;31;la Vila de Gràcia;2021;4
510;FIGHTS;2;Eixample;5;el Fort Pienc;2021;1
510;FIGHTS;8;Nou Barris;49;Canyelles;2021;1
510;FIGHTS;7;Horta-Guinardó;43;Horta;2021;3
510;FIGHTS;10;Sant Martí;71;Provençals del Poblenou;2021;2
510;FIGHTS;5;Sarrià-Sant Gervasi;24;les Tres Torres;2021;2
510;FIGHTS;6;Gràcia;30;la Salut;2021;4
510;FIGHTS;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;2021;17
510;FIGHTS;8;Nou Barris;52;la Prosperitat;2021;13
510;FIGHTS;2;Eixample;7;la Dreta de l'Eixample;2021;11
510;FIGHTS;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;2021;7
510;FIGHTS;8;Nou Barris;50;les Roquetes;2021;4
510;FIGHTS;8;Nou Barris;52;la Prosperitat;2021;4
510;FIGHTS;8;Nou Barris;54;Torre Baró;2021;2
510;FIGHTS;8;Nou Barris;44;Vilapicina i la Torre Llobeta;2021;4
510;FIGHTS;3;Sants-Montjuïc;18;Sants;2021;3
510;FIGHTS;8;Nou Barris;46;el Turó de la Peira;2021;2
510;FIGHTS;8;Nou Barris;52;la Prosperitat;2021;8
510;FIGHTS;8;Nou Barris;50;les Roquetes;2021;4
510;FIGHTS;8;Nou Barris;48;la Guineueta;2021;4
510;FIGHTS;8;Nou Barris;51;Verdun;2021;3
510;FIGHTS;6;Gràcia;31;la Vila de Gràcia;2021;14
510;FIGHTS;4;Les Corts;21;Pedralbes;2021;2
510;FIGHTS;3;Sants-Montjuïc;16;la Bordeta;2021;1
510;FIGHTS;1;Ciutat Vella;1;el Raval;2021;86
510;FIGHTS;8;Nou Barris;51;Verdun;2021;8
510;FIGHTS;5;Sarrià-Sant Gervasi;24;les Tres Torres;2021;1
510;FIGHTS;7;Horta-Guinardó;43;Horta;2021;4
510;FIGHTS;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;2021;2
510;FIGHTS;8;Nou Barris;46;el Turó de la Peira;2021;7
510;FIGHTS;7;Horta-Guinardó;36;la Font d'en Fargues;2021;1
510;FIGHTS;6;Gràcia;31;la Vila de Gràcia;2021;7
510;FIGHTS;3;Sants-Montjuïc;13;la Marina de Port;2021;3
510;FIGHTS;8;Nou Barris;44;Vilapicina i la Torre Llobeta;2021;4
510;FIGHTS;10;Sant Martí;68;el Poblenou;2021;7
510;FIGHTS;1;Ciutat Vella;3;la Barceloneta;2021;11
510;FIGHTS;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;2021;1
510;FIGHTS;10;Sant Martí;71;Provençals del Poblenou;2021;2
510;FIGHTS;-1;Desconegut;-1;Desconegut;2021;2
510;FIGHTS;6;Gràcia;28;Vallcarca i els Penitents;2021;3
510;FIGHTS;9;Sant Andreu;60;Sant Andreu;2021;7
510;FIGHTS;10;Sant Martí;64;el Camp de l'Arpa del Clot;2021;2
510;FIGHTS;10;Sant Martí;65;el Clot;2021;7
510;FIGHTS;7;Horta-Guinardó;37;el Carmel;2021;5
510;FIGHTS;7;Horta-Guinardó;35;el Guinardó;2021;6
510;FIGHTS;10;Sant Martí;70;el Besòs i el Maresme;2021;13
510;FIGHTS;9;Sant Andreu;62;el Congrés i els Indians;2021;5
510;FIGHTS;7;Horta-Guinardó;33;el Baix Guinardó;2021;8
510;FIGHTS;7;Horta-Guinardó;41;la Vall d'Hebron;2021;1
510;FIGHTS;7;Horta-Guinardó;39;Sant Genís dels Agudells;2021;2
510;FIGHTS;10;Sant Martí;65;el Clot;2021;11
510;FIGHTS;1;Ciutat Vella;2;el Barri Gòtic;2021;11
510;FIGHTS;5;Sarrià-Sant Gervasi;23;Sarrià;2021;3
510;FIGHTS;7;Horta-Guinardó;34;Can Baró;2021;1
510;FIGHTS;3;Sants-Montjuïc;13;la Marina de Port;2021;2
510;FIGHTS;-1;Desconegut;-1;Desconegut;2021;5
510;FIGHTS;-1;Desconegut;-1;Desconegut;2021;5
510;FIGHTS;8;Nou Barris;48;la Guineueta;2021;7
510;FIGHTS;8;Nou Barris;55;Ciutat Meridiana;2021;1
510;FIGHTS;9;Sant Andreu;62;el Congrés i els Indians;2021;2
510;FIGHTS;2;Eixample;9;la Nova Esquerra de l'Eixample;2021;5
510;FIGHTS;9;Sant Andreu;61;la Sagrera;2021;3
510;FIGHTS;9;Sant Andreu;59;el Bon Pastor;2021;1
510;FIGHTS;10;Sant Martí;71;Provençals del Poblenou;2021;1
510;FIGHTS;8;Nou Barris;55;Ciutat Meridiana;2021;3
510;FIGHTS;8;Nou Barris;44;Vilapicina i la Torre Llobeta;2021;1
510;FIGHTS;6;Gràcia;30;la Salut;2021;1
510;FIGHTS;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;2021;1
510;FIGHTS;4;Les Corts;19;les Corts;2021;6
510;FIGHTS;6;Gràcia;31;la Vila de Gràcia;2021;19
510;FIGHTS;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;2021;9
510;FIGHTS;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;2021;5
510;FIGHTS;8;Nou Barris;46;el Turó de la Peira;2021;16
510;FIGHTS;7;Horta-Guinardó;38;la Teixonera;2021;8
510;FIGHTS;6;Gràcia;30;la Salut;2021;1
510;FIGHTS;8;Nou Barris;54;Torre Baró;2021;1
510;FIGHTS;2;Eixample;9;la Nova Esquerra de l'Eixample;2021;10
510;FIGHTS;2;Eixample;8;l'Antiga Esquerra de l'Eixample;2021;17
510;FIGHTS;8;Nou Barris;45;Porta;2021;9
510;FIGHTS;8;Nou Barris;55;Ciutat Meridiana;2021;6
510;FIGHTS;1;Ciutat Vella;1;el Raval;2021;43
510;FIGHTS;7;Horta-Guinardó;37;el Carmel;2021;3
510;FIGHTS;2;Eixample;10;Sant Antoni;2021;10
510;FIGHTS;10;Sant Martí;73;la Verneda i la Pau;2021;9
510;FIGHTS;10;Sant Martí;68;el Poblenou;2021;8
510;FIGHTS;7;Horta-Guinardó;37;el Carmel;2021;4
510;FIGHTS;4;Les Corts;19;les Corts;2021;4
510;FIGHTS;2;Eixample;8;l'Antiga Esquerra de l'Eixample;2021;3
820;HUNTING / FISHING / FLORA / FAUNA;8;Nou Barris;56;Vallbona;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;1;Ciutat Vella;2;el Barri Gòtic;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;9;Sant Andreu;60;Sant Andreu;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;9;Sant Andreu;61;la Sagrera;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;1;Ciutat Vella;2;el Barri Gòtic;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;8;Nou Barris;55;Ciutat Meridiana;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;-1;Desconegut;-1;Desconegut;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;6;Gràcia;29;el Coll;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;-1;Desconegut;-1;Desconegut;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;8;Nou Barris;50;les Roquetes;2021;2
820;HUNTING / FISHING / FLORA / FAUNA;-1;Desconegut;-1;Desconegut;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;10;Sant Martí;68;el Poblenou;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;10;Sant Martí;70;el Besòs i el Maresme;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;8;Nou Barris;50;les Roquetes;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;2;Eixample;10;Sant Antoni;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;1;Ciutat Vella;3;la Barceloneta;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;-1;Desconegut;-1;Desconegut;2021;2
820;HUNTING / FISHING / FLORA / FAUNA;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;3;Sants-Montjuïc;11;el Poble-sec;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;1;Ciutat Vella;3;la Barceloneta;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;1;Ciutat Vella;2;el Barri Gòtic;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;1;Ciutat Vella;3;la Barceloneta;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;-1;Desconegut;-1;Desconegut;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;8;Nou Barris;45;Porta;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;-1;Desconegut;-1;Desconegut;2021;1
820;HUNTING / FISHING / FLORA / FAUNA;8;Nou Barris;54;Torre Baró;2021;1
